SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (5+ Unit),273 Filbert St,San Francisco,CA,94133,1995000,5,4.0,San Francisco,3150,1498,1912,14,633,,Active,,,https://www.redfin.com/CA/San-Francisco/273-Filbert-St-94133/home/1506324,San Francisco MLS,423719870,N,Y,37.8019088,-122.4041567
MLS Listing,,Multi-Family (2-4 Unit),4606 Cabrillo St,San Francisco,CA,94121,2150000,7,2.0,San Francisco,3520,2395,1973,14,611,,Active,,,https://www.redfin.com/CA/San-Francisco/4606-Cabrillo-St-94121/home/622189,San Francisco MLS,423714668,N,Y,37.7735355,-122.508212
MLS Listing,,Condo/Co-op,10 Innes Ct #304,San Francisco,CA,94124,719000,2,2.0,San Francisco,1020,,2018,14,705,722,Active,,,https://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-304/home/169576572,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41019215,N,Y,37.7280682,-122.3679965
MLS Listing,,Condo/Co-op,451 Kansas St #416,San Francisco,CA,94107,420516,1,1.0,San Francisco,693,80311,2007,14,607,585,Active,February-28-2023 05:00 PM,February-28-2023 07:00 PM,https://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-416/home/23424295,San Francisco MLS,423721329,N,Y,37.7637484,-122.4027468
MLS Listing,,Single Family Residential,1383 Revere Ave,San Francisco,CA,94124,1133333,2,2.0,San Francisco,1648,2495,1910,14,688,,Active,,,https://www.redfin.com/CA/San-Francisco/1383-Revere-Ave-94124/home/1406140,BAREIS,423721342,N,Y,37.7292245,-122.386306
MLS Listing,,Condo/Co-op,1347 Hayes St,San Francisco,CA,94117,1195000,5,3.0,San Francisco,2027,3436,1885,15,590,400,Active,,,https://www.redfin.com/CA/San-Francisco/1347-Hayes-St-94117/home/1225261,San Francisco MLS,423721287,N,Y,37.7747698,-122.4385899
MLS Listing,,Single Family Residential,673 Andover St,San Francisco,CA,94110,999000,3,1.0,San Francisco,1200,1850,1906,15,833,,Active,,,https://www.redfin.com/CA/San-Francisco/673-Andover-St-94110/home/2011613,San Francisco MLS,423721278,N,Y,37.7351549,-122.4166299
MLS Listing,,Single Family Residential,3212 Jackson St,San Francisco,CA,94118,9800000,7,7.0,San Francisco,6101,3831,1906,15,1606,,Active,,,https://www.redfin.com/CA/San-Francisco/3212-Jackson-St-94118/home/1953533,San Francisco MLS,422711742,N,Y,37.7910061,-122.4480287
MLS Listing,,Condo/Co-op,400 Beale St #2103,San Francisco,CA,94105,1495000,2,2.0,San Francisco,1074,27581,2001,15,1392,1091,Active,,,https://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-2103/home/12399999,San Francisco MLS,423721245,N,Y,37.7870715,-122.3909973
MLS Listing,,Condo/Co-op,950 Tennessee St #310,San Francisco,CA,94107,1595000,2,2.0,San Francisco,1224,36098,2020,15,1303,698,Active,March-1-2023 04:30 PM,March-1-2023 06:00 PM,https://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-310/home/177206385,San Francisco MLS,423714444,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,2737 Bush St,San Francisco,CA,94115,1295000,2,2.0,San Francisco,1123,5156,1910,15,1153,574,Active,,,https://www.redfin.com/CA/San-Francisco/2737-Bush-St-94115/home/39544312,BAREIS,423713894,N,Y,37.7857241,-122.4423101
MLS Listing,,Condo/Co-op,580 Hayes St #504,San Francisco,CA,94102,1095000,1,1.0,San Francisco,,,2018,15,,652,Active,,,https://www.redfin.com/CA/San-Francisco/580-Hayes-St-94102/unit-504/home/167260957,San Francisco MLS,423717063,N,Y,37.7767079,-122.4259839
MLS Listing,,Multi-Family (2-4 Unit),72 - 74 Eureka St,San Francisco,CA,94114,1800000,0,,San Francisco,2600,3123,1910,15,692,,Active,,,https://www.redfin.com/CA/San-Francisco/72-Eureka-St-94114/home/1911076,San Francisco MLS,423721207,N,Y,37.7612032,-122.4386351
MLS Listing,,Condo/Co-op,201 Folsom St Unit 42AB,San Francisco,CA,94105,4995000,2,2.5,San Francisco,2476,,2016,15,2017,2615,Active,,,https://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-42AB/home/178288346,San Francisco MLS,422712314,N,Y,37.786722,-122.3953561
MLS Listing,,Single Family Residential,2900 Scott St,San Francisco,CA,94123,9500000,7,6.0,San Francisco,6670,5191,1909,15,1424,,Active,,,https://www.redfin.com/CA/San-Francisco/2900-Scott-St-94123/home/1707827,San Francisco MLS,423721159,N,Y,37.7967497,-122.4403098
MLS Listing,,Multi-Family (2-4 Unit),4427 - 4429 19th St,San Francisco,CA,94114,1695000,5,4.0,San Francisco,2050,,,15,827,,Active,,,https://www.redfin.com/CA/San-Francisco/4427-19th-St-94114/home/184247691,San Francisco MLS,423721154,N,Y,37.7588647,-122.4387188
MLS Listing,,Condo/Co-op,888 7th St #241,San Francisco,CA,94107,570000,0,1.0,San Francisco,,95280,2007,15,,375,Active,,,https://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-241/home/17306013,San Francisco MLS,423719276,N,Y,37.7705534,-122.4004057
MLS Listing,,Multi-Family (5+ Unit),1069 Capp St,San Francisco,CA,94110,1995000,5,4.0,San Francisco,3737,2777,,15,534,,Active,,,https://www.redfin.com/CA/San-Francisco/1069-Capp-St-94110/home/109464713,San Francisco MLS,423721120,N,Y,37.7496153,-122.4169285
MLS Listing,,Condo/Co-op,246 2nd St #1701,San Francisco,CA,94105,3499000,3,3.0,San Francisco,2905,12933,2000,15,1204,1682,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1701/home/1505786,San Francisco MLS,423718709,N,Y,37.7858817,-122.3974144
MLS Listing,,Condo/Co-op,776 Tehama St #12,San Francisco,CA,94103,495000,1,1.0,San Francisco,,5886,2006,15,,614,Active,,,https://www.redfin.com/CA/San-Francisco/776-Tehama-St-94103/unit-12/home/12402167,San Francisco MLS,423719273,N,Y,37.7749615,-122.4123732
MLS Listing,,Condo/Co-op,2241 Leavenworth St,San Francisco,CA,94133,1895000,3,2.0,San Francisco,1640,2680,1907,15,1155,375,Active,,,https://www.redfin.com/CA/San-Francisco/2241-Leavenworth-St-94133/home/12173962,San Francisco MLS,423721139,N,Y,37.8019151,-122.4181003
MLS Listing,,Condo/Co-op,1598 Bay St #400,San Francisco,CA,94123,2349000,3,2.5,San Francisco,1382,12541,2018,15,1700,1173,Active,,,https://www.redfin.com/CA/San-Francisco/1598-Bay-St-94123/unit-400/home/169565514,San Francisco MLS,423721061,N,Y,37.8033848,-122.433077
MLS Listing,,Condo/Co-op,1300 22nd St #304,San Francisco,CA,94107,395945,1,1.0,San Francisco,672,320000,2016,15,589,675,Active,March-1-2023 05:00 PM,March-1-2023 07:00 PM,https://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-304/home/167315250,San Francisco MLS,423721127,N,Y,37.7578379,-122.3944714
MLS Listing,,Single Family Residential,31 Aladdin Ter,San Francisco,CA,94133,5850000,4,4.5,San Francisco,3665,,2023,15,1596,250,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/31-Aladdin-Ter-94133/home/184246721,San Francisco MLS,423720053,N,Y,37.8002623,-122.4137424
MLS Listing,,Condo/Co-op,2942 22nd St,San Francisco,CA,94110,799000,2,1.0,San Francisco,,2273,1909,15,,649,Active,,,https://www.redfin.com/CA/San-Francisco/2942-22nd-St-94110/home/12548748,San Francisco MLS,423720729,N,Y,37.7559596,-122.4131537
MLS Listing,,Single Family Residential,15 Buena Vista Ter,San Francisco,CA,94117,7950000,5,4.5,San Francisco,7138,5000,1917,15,1114,,Active,,,https://www.redfin.com/CA/San-Francisco/15-Buena-Vista-Ter-94117/home/12277172,San Francisco MLS,423717571,N,Y,37.7687866,-122.4381201
MLS Listing,,Condo/Co-op,1788 Clay St #805,San Francisco,CA,94109,825000,1,1.0,San Francisco,671,,2014,15,1230,757,Active,,,https://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-805/home/110051409,San Francisco MLS,423721086,N,Y,37.7924083,-122.4222732
MLS Listing,,Single Family Residential,1230 Girard St,San Francisco,CA,94134,999000,5,2.0,San Francisco,1435,2996,1928,17,696,,Active,,,https://www.redfin.com/CA/San-Francisco/1230-Girard-St-94134/home/781633,San Francisco MLS,423721044,N,Y,37.7172686,-122.4007333
MLS Listing,,Multi-Family (2-4 Unit),1400 Mission St,San Francisco,CA,94103,559000,2,1.5,San Francisco,780,24546,2015,17,717,545,Active,,,https://www.redfin.com/CA/San-Francisco/1400-Mission-St-94103/home/105308629,San Francisco MLS,423718313,N,Y,37.7753691,-122.4164734
MLS Listing,,Vacant Land,108 Roscoe St,San Francisco,CA,94110,750000,,,SAN FRANCISCO,,2495,,17,,,Active,,,https://www.redfin.com/CA/San-Francisco/108-Roscoe-St-94110/home/184236650,MLSListings,ML81918638,N,Y,37.733652,-122.419072
MLS Listing,,Multi-Family (2-4 Unit),630 - 632 Funston Ave,San Francisco,CA,94118,1950000,5,1.0,San Francisco,3688,3000,1910,17,529,,Active,,,https://www.redfin.com/CA/San-Francisco/630-Funston-Ave-94118/home/2016061,San Francisco MLS,423720835,N,Y,37.776285,-122.4711302
MLS Listing,,Vacant Land,106 Roscoe St,San Francisco,CA,94110,750000,,,SAN FRANCISCO,,2495,,17,,,Active,,,https://www.redfin.com/CA/San-Francisco/106-Roscoe-St-94110/home/40468084,MLSListings,ML81918633,N,Y,37.73372,-122.419066
MLS Listing,,Single Family Residential,1871 Green St,San Francisco,CA,94123,7575000,4,5.5,San Francisco,3508,3457,1885,17,2159,,Active,,,https://www.redfin.com/CA/San-Francisco/1871-Green-St-94123/home/1914821,San Francisco MLS,423720977,N,Y,37.7966765,-122.4298475
MLS Listing,,Single Family Residential,2146 47th Ave,San Francisco,CA,94116,1198000,3,3.0,San Francisco,1481,3000,1938,18,809,,Active,,,https://www.redfin.com/CA/San-Francisco/2146-47th-Ave-94116/home/1910682,San Francisco MLS,423720943,N,Y,37.7464296,-122.5057363
MLS Listing,,Condo/Co-op,974 Geneva Ave #2,San Francisco,CA,94112,995000,4,4.0,San Francisco,1505,2500,2020,18,661,375,Active,,,https://www.redfin.com/CA/San-Francisco/974-Geneva-Ave-94112/unit-2/home/179334638,San Francisco MLS,423720898,N,Y,37.7156715,-122.4401107
MLS Listing,,Condo/Co-op,875 Indiana St #424,San Francisco,CA,94107,899500,1,1.5,San Francisco,852,85458,2009,18,1056,555,Active,,,https://www.redfin.com/CA/San-Francisco/875-Indiana-St-94107/unit-424/home/40138801,San Francisco MLS,423720900,N,Y,37.7594668,-122.391108
MLS Listing,,Condo/Co-op,849 Noe St #5,San Francisco,CA,94114,895000,1,1.0,San Francisco,,2250,1960,18,,625,Active,,,https://www.redfin.com/CA/San-Francisco/849-Noe-St-94114/unit-5/home/184218791,San Francisco MLS,423720250,N,Y,37.7555856,-122.43211
MLS Listing,,Single Family Residential,482 Ellington Ave,San Francisco,CA,94112,936888,2,1.0,SAN FRANCISCO,1060,2495,1913,18,884,,Active,,,https://www.redfin.com/CA/San-Francisco/482-Ellington-Ave-94112/home/1544841,MLSListings,ML81918593,N,Y,37.7114859,-122.4479952
MLS Listing,,Condo/Co-op,2110 - A Pine St,San Francisco,CA,94115,799000,1,1.0,San Francisco,811,2461,1900,18,985,350,Active,,,https://www.redfin.com/CA/San-Francisco/2110A-Pine-St-94115/home/114077549,San Francisco MLS,423720813,N,Y,37.7885026,-122.4307009
MLS Listing,,Multi-Family (5+ Unit),1630 - 1634 Bush St,San Francisco,CA,94109,3650000,7,5.5,San Francisco,6741,2996,1900,18,541,,Active,,,https://www.redfin.com/CA/San-Francisco/1630-Bush-St-94109/home/184217054,San Francisco MLS,423714372,N,Y,37.7884631,-122.4242139
MLS Listing,,Single Family Residential,385 Eureka St,San Francisco,CA,94114,1875000,3,2.0,San Francisco,1329,1600,1922,18,1411,,Active,,,https://www.redfin.com/CA/San-Francisco/385-Eureka-St-94114/home/1596798,San Francisco MLS,423717482,N,Y,37.7562287,-122.4376777
MLS Listing,,Condo/Co-op,400 Avila St #301,San Francisco,CA,94123,1189000,2,1.0,San Francisco,830,,1991,18,1433,631,Active,,,https://www.redfin.com/CA/San-Francisco/400-Avila-St-94123/unit-301/home/148060387,San Francisco MLS,423720317,N,Y,37.805002,-122.4405752
MLS Listing,,Condo/Co-op,1688 Pine St Unit E302,San Francisco,CA,94109,1145000,2,2.0,San Francisco,989,35482,2016,18,1158,847,Active,,,https://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E302/home/104242189,San Francisco MLS,423720815,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,2121 Mason St Unit A,San Francisco,CA,94133,1450000,1,1.5,San Francisco,1171,2326,1918,18,1238,,Active,,,https://www.redfin.com/CA/San-Francisco/2121-Mason-St-94133/unit-A/home/182780858,San Francisco MLS,423719674,N,Y,37.8031239,-122.413429
MLS Listing,,Multi-Family (2-4 Unit),3629 - 3631 Jackson St,San Francisco,CA,94118,6495000,3,2.5,San Francisco,2830,3214,1913,18,2295,,Active,,,https://www.redfin.com/CA/San-Francisco/3629-Jackson-St-94118/home/849816,San Francisco MLS,423720538,N,Y,37.7897445,-122.4546634
MLS Listing,,Condo/Co-op,269 Chattanooga St Unit A,San Francisco,CA,94114,2195000,3,2.5,San Francisco,2300,2048,,18,954,,Active,,,https://www.redfin.com/CA/San-Francisco/269-Chattanooga-St-94114/unit-A/home/184216466,BAREIS,423719956,N,Y,37.7523203,-122.4261816
MLS Listing,,Multi-Family (2-4 Unit),1307 - 1309 Waller St,San Francisco,CA,94117,2500000,4,,San Francisco,,2321,1908,18,,,Active,,,https://www.redfin.com/CA/San-Francisco/1307-Waller-St-94117/home/1000465,MetroList,423719915,N,Y,37.7690309,-122.445324
MLS Listing,,Condo/Co-op,388 Fulton St #510,San Francisco,CA,94102,498000,0,1.0,SAN FRANCISCO,347,,2016,18,1435,467,Active,,,https://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-510/home/109689311,MLSListings,ML81918550,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,550 Davis St #44,San Francisco,CA,94111,1950000,3,2.0,San Francisco,1520,83732,1981,18,1283,1401,Active,,,https://www.redfin.com/CA/San-Francisco/550-Davis-St-94111/unit-44/home/1876574,San Francisco MLS,423719473,N,Y,37.797573,-122.3982752
MLS Listing,,Condo/Co-op,690 Chestnut St #109,San Francisco,CA,94133,799000,1,1.0,San Francisco,684,17644,1995,18,1168,644,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/690-Chestnut-St-94133/unit-109/home/1958170,San Francisco MLS,423720574,N,Y,37.803839,-122.414563
MLS Listing,,Condo/Co-op,502 Wisconsin St,San Francisco,CA,94107,969000,2,2.0,SAN FRANCISCO,1050,,1978,18,923,975,Active,,,https://www.redfin.com/CA/San-Francisco/502-Wisconsin-St-94107/home/735992,MLSListings,ML81918529,N,Y,37.7610091,-122.3995979
MLS Listing,,Vacant Land,153 Arkansas St,San Francisco,CA,94107,1598000,,,San Francisco,,2495,,18,,,Active,,,https://www.redfin.com/CA/San-Francisco/153-Arkansas-St-94107/home/1791751,San Francisco MLS,423720724,N,Y,37.7642303,-122.3984211
MLS Listing,,Multi-Family (2-4 Unit),1338 - 1340 17th Ave,San Francisco,CA,94122,1698000,4,2.0,San Francisco,2500,2996,1946,18,679,,Active,,,https://www.redfin.com/CA/San-Francisco/1338-17th-Ave-94122/home/1628593,San Francisco MLS,423720719,N,Y,37.7629311,-122.4746436
MLS Listing,,Condo/Co-op,280 Spear St Unit 21D,San Francisco,CA,94105,1530000,2,2.0,San Francisco,1046,47916,2022,18,1463,1301,Active,,,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-21D/home/178974563,San Francisco MLS,423720708,N,Y,37.7901615,-122.3913352
MLS Listing,,Condo/Co-op,1 Daniel Burnham Ct #217,San Francisco,CA,94109,695000,1,1.0,San Francisco,732,46157,1988,18,949,945,Active,March-5-2023 01:00 PM,March-5-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-217/home/1882844,San Francisco MLS,423720398,N,Y,37.786783,-122.4219061
MLS Listing,,Single Family Residential,100 Brentwood Ave,San Francisco,CA,94127,3200000,4,4.0,SAN FRANCISCO,3624,4046,1929,19,883,2,Active,,,https://www.redfin.com/CA/San-Francisco/100-Brentwood-Ave-94127/home/1985528,MLSListings,ML81918498,N,Y,37.7343245,-122.4568306
MLS Listing,,Condo/Co-op,601 Van Ness Ave #328,San Francisco,CA,94102,399000,1,1.0,SAN FRANCISCO,470,,1982,19,849,955,Active,,,https://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-328/home/1948245,MLSListings,ML81918487,N,Y,37.7811165,-122.4213309
MLS Listing,,Condo/Co-op,1322 Lyon St,San Francisco,CA,94115,1300000,3,1.0,San Francisco,1676,3072,1900,19,776,600,Active,,,https://www.redfin.com/CA/San-Francisco/1322-Lyon-St-94115/home/2023670,San Francisco MLS,423720670,N,Y,37.783141,-122.444213
MLS Listing,,Multi-Family (2-4 Unit),201 - 205 Coleridge St,San Francisco,CA,94110,1895000,6,3.0,San Francisco,3870,1750,1911,19,490,,Active,,,https://www.redfin.com/CA/San-Francisco/201-Coleridge-St-94110/home/761920,San Francisco MLS,423714306,N,Y,37.7424933,-122.4202422
MLS Listing,,Condo/Co-op,633 29th Ave,San Francisco,CA,94121,1295000,3,2.0,San Francisco,1600,2996,1961,19,809,309,Active,,,https://www.redfin.com/CA/San-Francisco/633-29th-Ave-94121/home/51668905,San Francisco MLS,423720470,N,Y,37.7772964,-122.4889769
MLS Listing,,Condo/Co-op,631 29th Ave,San Francisco,CA,94121,1280000,3,2.0,San Francisco,1600,2996,1961,19,800,309,Active,,,https://www.redfin.com/CA/San-Francisco/631-29th-Ave-94121/home/618360,San Francisco MLS,423720454,N,Y,37.7772549,-122.4891518
MLS Listing,,Condo/Co-op,4397 24th St,San Francisco,CA,94114,1250000,2,2.0,San Francisco,1196,7150,1913,19,1045,544,Active,,,https://www.redfin.com/CA/San-Francisco/4397-24th-St-94114/home/184201361,San Francisco MLS,423720373,N,Y,37.7507474,-122.4403889
MLS Listing,,Single Family Residential,416 Teresita Blvd,San Francisco,CA,94127,1499000,2,1.0,San Francisco,1300,3314,,19,1153,,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/416-Teresita-Blvd-94127/home/1326047,San Francisco MLS,423720188,N,Y,37.7404032,-122.4491787
MLS Listing,,Condo/Co-op,533 Oak St,San Francisco,CA,94102,899000,3,1.0,San Francisco,1282,2178,1900,19,701,475,Active,,,https://www.redfin.com/CA/San-Francisco/533-Oak-St-94102/home/182700392,San Francisco MLS,422712817,N,Y,37.774108,-122.42814
MLS Listing,,Multi-Family (5+ Unit),868 Shotwell St,San Francisco,CA,94110,1750000,0,,San Francisco,4137,3680,1905,19,423,,Active,March-7-2023 02:00 PM,March-7-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/868-Shotwell-St-94110/home/1993453,San Francisco MLS,423720522,N,Y,37.7545254,-122.4157339
MLS Listing,,Single Family Residential,2046 Filbert St,San Francisco,CA,94123,5485000,3,4.0,San Francisco,3543,1821,1928,19,1548,,Active,,,https://www.redfin.com/CA/San-Francisco/2046-Filbert-St-94123/home/562519,San Francisco MLS,423720086,N,Y,37.7985185,-122.4332437
MLS Listing,,Condo/Co-op,1158 Sutter St #8,San Francisco,CA,94109,849000,2,2.0,San Francisco,810,6000,2008,19,1048,761,Active,,,https://www.redfin.com/CA/San-Francisco/1158-Sutter-St-94109/unit-8/home/21965698,San Francisco MLS,423720394,N,Y,37.7880227,-122.4195931
MLS Listing,,Condo/Co-op,1163 - 1169 Alabama St Unit 1169A,San Francisco,CA,94110,749000,2,1.0,San Francisco,1039,3946,1900,19,721,462,Active,,,https://www.redfin.com/CA/San-Francisco/1163-Alabama-St-94110/unit-1169A/home/184198292,San Francisco MLS,422712979,N,Y,37.7532704,-122.410741
MLS Listing,,Condo/Co-op,3324 - 3330 19th St Unit 3326A,San Francisco,CA,94110,785000,3,2.0,San Francisco,896,2696,,19,876,500,Active,,,https://www.redfin.com/CA/San-Francisco/3324-19th-St-94110/unit-3326A/home/184197666,San Francisco MLS,423717884,N,Y,37.7605405,-122.417664
MLS Listing,,Single Family Residential,690 40th Ave,San Francisco,CA,94121,1389000,2,1.0,San Francisco,975,2063,1920,19,1425,,Active,,,https://www.redfin.com/CA/San-Francisco/690-40th-Ave-94121/home/1899550,San Francisco MLS,423720447,N,Y,37.7757967,-122.5003096
MLS Listing,,Condo/Co-op,6 Mint Plz #900,San Francisco,CA,94103,4500000,3,3.5,San Francisco,3520,5738,1900,19,1278,3076,Active,,,https://www.redfin.com/CA/San-Francisco/6-Mint-Plz-94103/unit-900/home/110055749,San Francisco MLS,423720193,N,Y,37.7830273,-122.4078637
MLS Listing,,Townhouse,3491 Balboa St #2,San Francisco,CA,94121,1990000,4,3.5,San Francisco,1801,5174,2023,19,1105,597,Active,March-5-2023 02:00 PM,March-5-2023 03:30 PM,https://www.redfin.com/CA/San-Francisco/3491-Balboa-St-94121/unit-2/home/184190376,San Francisco MLS,423720416,N,Y,37.7756124,-122.496078
MLS Listing,,Condo/Co-op,1045 Mason St #302,San Francisco,CA,94108,1995000,2,2.5,San Francisco,1961,8279,1993,19,1017,1620,Active,,,https://www.redfin.com/CA/San-Francisco/1045-Mason-St-94108/unit-302/home/548245,San Francisco MLS,423719959,N,Y,37.793232,-122.411466
MLS Listing,,Townhouse,18 Summit Way,San Francisco,CA,94132,1450000,3,3.0,Lake Merced,2058,1277,2015,20,705,320,Active,,,https://www.redfin.com/CA/San-Francisco/18-Summit-Way-94132/home/110051727,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41018819,N,Y,37.7145486,-122.4744654
MLS Listing,,Single Family Residential,591 18th Ave,San Francisco,CA,94121,2975000,4,4.5,San Francisco,2790,2060,1911,20,1066,,Active,,,https://www.redfin.com/CA/San-Francisco/591-18th-Ave-94121/home/615606,San Francisco MLS,423720270,N,Y,37.7768583,-122.4771729
MLS Listing,,Multi-Family (2-4 Unit),2264 Hyde St,San Francisco,CA,94109,3950000,5,4.5,San Francisco,4200,1258,1914,20,940,,Active,,,https://www.redfin.com/CA/San-Francisco/2264-Hyde-St-94109/home/2012478,San Francisco MLS,423720298,N,Y,37.8018522,-122.4194395
MLS Listing,,Condo/Co-op,950 Harrison St #104,San Francisco,CA,94107,995000,2,2.5,San Francisco,1403,23929,2000,20,709,729,Active,,,https://www.redfin.com/CA/San-Francisco/950-Harrison-St-94107/unit-104/home/12396846,San Francisco MLS,423719287,N,Y,37.7784266,-122.4033221
MLS Listing,,Condo/Co-op,301 Main St Unit 28E,San Francisco,CA,94105,2595000,3,2.5,San Francisco,1765,76210,2008,20,1470,1297,Active,,,https://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-28E/home/21966916,San Francisco MLS,423720192,N,Y,37.7895974,-122.3911965
MLS Listing,,Condo/Co-op,288 Pacific Ave Unit 5D,San Francisco,CA,94111,2185000,2,1.5,San Francisco,1179,11802,2018,20,1853,1561,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/288-Pacific-Ave-94111/unit-5D/home/169565108,San Francisco MLS,423718352,N,Y,37.7979389,-122.4007382
MLS Listing,,Condo/Co-op,2601 Union St #2601,San Francisco,CA,94123,4750000,4,3.5,San Francisco,3570,2368,1908,20,1331,,Active,,,https://www.redfin.com/CA/San-Francisco/2601-Union-St-94123/unit-2601/home/183054986,BAREIS,423720187,N,Y,37.7961218,-122.4423381
MLS Listing,,Single Family Residential,2601 Union St,San Francisco,CA,94123,6150000,5,5.0,San Francisco,4695,2368,1908,20,1310,,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/2601-Union-St-94123/home/1998433,BAREIS,423720164,N,Y,37.7961218,-122.4423381
MLS Listing,,Multi-Family (2-4 Unit),1102 - 1104 York St,San Francisco,CA,94110,5500000,2,,San Francisco,14950,10524,1900,20,368,,Active,,,https://www.redfin.com/CA/San-Francisco/1102-York-St-94110/home/184164965,San Francisco MLS,423718997,N,Y,37.7542855,-122.4084883
