SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,152 Lombard St #507,San Francisco,CA,94111,1099000,2,2.0,San Francisco,1206,94533,1975,1,911,1285,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/152-Lombard-St-94111/unit-507/home/1330360,San Francisco MLS,423723570,N,Y,37.8043962,-122.4041505
MLS Listing,,Condo/Co-op,3620 Cesar Chavez #104,San Francisco,CA,94110,699000,1,1.0,SAN FRANCISCO,743,,2020,8,941,495,Active,,,https://www.redfin.com/CA/San-Francisco/3620-Cesar-Chavez-94110/unit-104/home/171027295,MLSListings,ML81919357,N,Y,37.7483761,-122.4219282
MLS Listing,,Single Family Residential,45 Ney St,San Francisco,CA,94112,998000,3,2.0,San Francisco,1250,2495,1918,18,798,,Active,,,https://www.redfin.com/CA/San-Francisco/45-Ney-St-94112/home/1371342,San Francisco MLS,423720117,N,Y,37.7301531,-122.4292632
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 15B,San Francisco,CA,94105,630000,1,1.0,San Francisco,558,,2010,18,1129,849,Active,,,https://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-15B/home/40399186,San Francisco MLS,423720184,N,Y,37.7857425,-122.3988969
MLS Listing,,Condo/Co-op,250 King St #812,San Francisco,CA,94107,724900,1,1.0,Mission Bay,888,213232,2004,19,816,862,Active,,,https://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-812/home/22889822,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41017452,N,Y,37.7781222,-122.3932903
MLS Listing,,Single Family Residential,196 Ocean Ave,San Francisco,CA,94112,1995000,6,3.0,San Francisco,,3667,1904,1,,,Active,March-7-2023 02:00 PM,March-7-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/196-Ocean-Ave-94112/home/700373,San Francisco MLS,423723561,N,Y,37.7235758,-122.4407234
MLS Listing,,Condo/Co-op,2206 Vallejo St,San Francisco,CA,94123,1995000,2,2.0,San Francisco,1736,8270,1913,1,1149,,Active,March-4-2023 01:00 PM,March-4-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/2206-Vallejo-St-94123/home/1667040,BAREIS,423721900,N,Y,37.795671,-122.433865
MLS Listing,,Single Family Residential,958 Ingerson Ave,San Francisco,CA,94124,1300000,3,2.0,Bayview,1484,2500,1975,1,876,,Active,March-2-2023 05:00 PM,March-2-2023 07:00 PM,https://www.redfin.com/CA/San-Francisco/958-Ingerson-Ave-94124/home/743697,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020341,N,Y,37.7188296,-122.3921427
MLS Listing,,Condo/Co-op,10 Innes Ct #102,San Francisco,CA,94124,899000,3,2.0,San Francisco,1223,,2018,1,735,,Active,,,https://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-102/home/169576550,San Francisco MLS,423723935,N,Y,37.7280682,-122.3679965
MLS Listing,,Single Family Residential,2028 Leavenworth St,San Francisco,CA,94133,9500000,4,6.0,San Francisco,4816,1820,2017,1,1973,,Active,,,https://www.redfin.com/CA/San-Francisco/2028-Leavenworth-St-94133/home/960549,San Francisco MLS,423720072,N,Y,37.7998774,-122.4172673
MLS Listing,,Vacant Land,1947 Palou Ave,San Francisco,CA,94124,828000,,,San Francisco,,2495,,1,,,Active,,,https://www.redfin.com/CA/San-Francisco/1947-Palou-Ave-94124/home/946492,San Francisco MLS,423721412,N,Y,37.7375769,-122.3975556
MLS Listing,,Condo/Co-op,690 Market St #901,San Francisco,CA,94104,1785000,2,2.5,San Francisco,1735,11358,2007,1,1029,3298,Active,,,https://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-901/home/12277375,San Francisco MLS,423724057,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,1960 Broadway,San Francisco,CA,94109,11250000,3,4.5,San Francisco,4360,16869,,1,2580,5497,Active,,,https://www.redfin.com/CA/San-Francisco/1960-Broadway-94109/home/12395515,San Francisco MLS,423724157,N,Y,37.7951341,-122.4294052
MLS Listing,,Condo/Co-op,1310 Greenwich St #401,San Francisco,CA,94109,3395000,2,2.0,San Francisco,1912,2639,1924,1,1776,877,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1310-Greenwich-St-94109/unit-401/home/148072726,San Francisco MLS,423724023,N,Y,37.8009108,-122.4214232
MLS Listing,,Single Family Residential,2106 22nd Ave,San Francisco,CA,94116,2180000,3,3.0,San Francisco,2402,2345,1935,1,908,,Active,March-4-2023 01:00 PM,March-4-2023 04:30 PM,https://www.redfin.com/CA/San-Francisco/2106-22nd-Ave-94116/home/1022987,San Francisco MLS,423724108,N,Y,37.748308,-122.4791196
MLS Listing,,Single Family Residential,390 Somerset St,San Francisco,CA,94134,988888,2,1.0,San Francisco,1125,1751,1926,1,879,,Active,,,https://www.redfin.com/CA/San-Francisco/390-Somerset-St-94134/home/776192,San Francisco MLS,423724089,N,Y,37.7267441,-122.4078045
MLS Listing,,Multi-Family (2-4 Unit),1287 - 1291 3rd Ave,San Francisco,CA,94122,2095000,5,4.0,San Francisco,3416,2374,1907,1,613,,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1287-3rd-Ave-94122/home/625327,San Francisco MLS,423724066,N,Y,37.7645517,-122.4601894
MLS Listing,,Single Family Residential,336 North Wilde Ave,San Francisco,CA,94134,988888,2,1.0,San Francisco,1233,2500,1924,1,802,,Active,,,https://www.redfin.com/CA/San-Francisco/336-Wilde-Ave-94134/home/1471922,San Francisco MLS,423724059,N,Y,37.7168121,-122.4034327
MLS Listing,,Condo/Co-op,3230 Washington St,San Francisco,CA,94115,1800000,3,2.0,San Francisco,1618,2565,1904,1,1112,300,Active,March-2-2023 05:00 PM,March-2-2023 06:00 PM,https://www.redfin.com/CA/San-Francisco/3230-Washington-St-94115/home/40628984,San Francisco MLS,423721417,N,Y,37.7901868,-122.4464685
MLS Listing,,Condo/Co-op,1100 Union St #900,San Francisco,CA,94109,4250000,3,3.5,San Francisco,2600,,1916,1,1635,2940,Active,,,https://www.redfin.com/CA/San-Francisco/1100-Union-St-94109/unit-0900/home/12399881,San Francisco MLS,423722474,N,Y,37.7996259,-122.4176586
MLS Listing,,Multi-Family (2-4 Unit),1250 Chestnut St,San Francisco,CA,94109,2849000,5,3.0,San Francisco,3772,3711,1923,1,755,,Active,,,https://www.redfin.com/CA/San-Francisco/1250-Chestnut-St-94109/home/1078597,San Francisco MLS,423724034,N,Y,37.8026763,-122.4238736
MLS Listing,,Single Family Residential,17 25th Avenue North,San Francisco,CA,94121,6875000,5,4.5,San Francisco,4805,2500,1920,1,1431,,Active,,,https://www.redfin.com/CA/San-Francisco/17-25th-Ave-94121/home/1846998,San Francisco MLS,423723249,N,Y,37.7893255,-122.4860463
MLS Listing,,Multi-Family (2-4 Unit),1118 - 1120 Capitol Ave,San Francisco,CA,94112,1995000,9,2.0,San Francisco,3475,2813,1907,1,574,,Active,,,https://www.redfin.com/CA/San-Francisco/1118-Capitol-Ave-94112/home/1142365,San Francisco MLS,423724021,N,Y,37.722238,-122.4589867
MLS Listing,,Multi-Family (5+ Unit),728 Page St,San Francisco,CA,94117,2000000,0,,San Francisco,5550,3319,1912,1,360,,Active,,,https://www.redfin.com/CA/San-Francisco/728-Page-St-94117/home/1979371,San Francisco MLS,423724016,N,Y,37.7730249,-122.4328781
MLS Listing,,Condo/Co-op,262 Frederick St #5,San Francisco,CA,94117,1495000,2,2.0,San Francisco,1344,2498,1903,1,1112,476,Active,,,https://www.redfin.com/CA/San-Francisco/262-Frederick-St-94117/unit-5/home/1444054,San Francisco MLS,423721208,N,Y,37.767306,-122.447539
MLS Listing,,Condo/Co-op,1456 Jefferson St,San Francisco,CA,94123,3125000,3,3.0,San Francisco,2676,,1935,1,1168,1157,Active,,,https://www.redfin.com/CA/San-Francisco/1456-Jefferson-St-94123/home/846709,San Francisco MLS,423723990,N,Y,37.8057147,-122.4365688
MLS Listing,,Condo/Co-op,1669 Grove St,San Francisco,CA,94117,1499000,3,1.0,San Francisco,1345,3436,1890,1,1114,310,Active,,,https://www.redfin.com/CA/San-Francisco/1669-Grove-St-94117/home/40135245,San Francisco MLS,423723869,N,Y,37.7750173,-122.444049
MLS Listing,,Single Family Residential,875 Francisco St,San Francisco,CA,94109,8495000,4,4.5,San Francisco,6330,3576,1915,1,1342,,Active,February-28-2023 05:00 PM,February-28-2023 07:00 PM,https://www.redfin.com/CA/San-Francisco/875-Francisco-St-94109/home/949892,San Francisco MLS,423723566,N,Y,37.8036803,-122.419539
MLS Listing,,Condo/Co-op,3229 Broderick St,San Francisco,CA,94123,3795000,3,3.5,San Francisco,2533,3438,1925,1,1498,,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/3229-Broderick-St-94123/home/184536085,San Francisco MLS,423720679,N,Y,37.8002626,-122.444435
MLS Listing,,Condo/Co-op,246 2nd St #1404,San Francisco,CA,94105,750000,1,1.0,San Francisco,644,12933,2000,1,1165,578,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1404/home/959610,San Francisco MLS,423722657,N,Y,37.7858817,-122.3974144
MLS Listing,,Condo/Co-op,238 Willard North St,San Francisco,CA,94118,1150000,3,1.5,San Francisco,,4242,1900,1,,,Active,March-1-2023 11:30 AM,March-1-2023 01:00 PM,https://www.redfin.com/CA/San-Francisco/238-Willard-N-94118/home/184536084,San Francisco MLS,423723859,N,Y,37.7762481,-122.4564272
MLS Listing,,Multi-Family (2-4 Unit),2337 Judah St,San Francisco,CA,94122,1600000,4,0.5,San Francisco,2383,2375,1945,1,671,,Active,,,https://www.redfin.com/CA/San-Francisco/2337-Judah-St-94122/home/69371788,San Francisco MLS,423722666,N,Y,37.7610244,-122.4872865
MLS Listing,,Condo/Co-op,225 9th St Unit C,San Francisco,CA,94103,550000,2,1.0,San Francisco,606,1999,1910,1,908,315,Active,,,https://www.redfin.com/CA/San-Francisco/225-9th-St-94103/unit-C/home/12108390,San Francisco MLS,423723709,N,Y,37.7747892,-122.4126214
MLS Listing,,Condo/Co-op,236 Willard North St,San Francisco,CA,94118,1050000,3,1.5,San Francisco,,4242,1900,1,,,Active,March-1-2023 11:30 AM,March-1-2023 01:00 PM,https://www.redfin.com/CA/San-Francisco/236-N-Willard-St-94118/home/1999578,San Francisco MLS,423723849,N,Y,37.7762689,-122.4562168
MLS Listing,,Condo/Co-op,4027 23rd St,San Francisco,CA,94114,1799000,3,2.0,SAN FRANCISCO,1822,,1912,2,987,736,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/4027-23rd-St-94114/home/110052254,MLSListings,ML81919952,N,Y,37.7527901,-122.4326286
MLS Listing,,Condo/Co-op,2238 Market St #201,San Francisco,CA,94114,1195000,2,2.0,San Francisco,1191,,,2,1003,780,Active,,,https://www.redfin.com/CA/San-Francisco/2238-Market-St-94114/unit-201/home/184535737,San Francisco MLS,423723943,N,Y,37.7652508,-122.4321463
MLS Listing,,Single Family Residential,787 Pacheco St,San Francisco,CA,94116,1395000,2,1.0,San Francisco,1225,2378,1947,2,1139,,Active,,,https://www.redfin.com/CA/San-Francisco/787-Pacheco-St-94116/home/1360189,San Francisco MLS,423723413,N,Y,37.7526526,-122.4691255
MLS Listing,,Condo/Co-op,1501 Filbert St Unit 4C,San Francisco,CA,94123,1500000,2,2.0,San Francisco,1130,10900,2014,2,1327,865,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1501-Filbert-St-94123/unit-4C/home/110051365,BAREIS,423718710,N,Y,37.7991911,-122.4245164
MLS Listing,,Condo/Co-op,1322 Vallejo St,San Francisco,CA,94109,739000,2,1.0,San Francisco,835,2360,1908,3,885,286,Active,,,https://www.redfin.com/CA/San-Francisco/1322-Vallejo-St-94109/home/184533513,San Francisco MLS,423723897,N,Y,37.7974803,-122.4192291
MLS Listing,,Single Family Residential,127 Moffitt St,San Francisco,CA,94131,1695000,3,2.0,San Francisco,1923,3881,1951,3,881,,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/127-Moffitt-St-94131/home/809239,San Francisco MLS,423723305,N,Y,37.7373461,-122.433207
MLS Listing,,Condo/Co-op,401 Harrison St Unit 11F,San Francisco,CA,94105,1498000,2,2.0,SAN FRANCISCO,1240,,2014,4,1208,1527,Active,March-5-2023 11:00 AM,March-5-2023 01:00 PM,https://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-11F/home/144063883,MLSListings,ML81919900,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,3817 Folsom St,San Francisco,CA,94110,2295000,4,3.0,San Francisco,2088,1751,1923,4,1099,,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/3817-Folsom-St-94110/home/184517250,San Francisco MLS,423722850,N,Y,37.7386924,-122.4131786
MLS Listing,,Condo/Co-op,3583 Sacramento St,San Francisco,CA,94118,1995000,3,2.0,San Francisco,,,1907,4,,283,Active,March-2-2023 05:00 PM,March-2-2023 06:00 PM,https://www.redfin.com/CA/San-Francisco/3583-Sacramento-St-94118/home/855741,BAREIS,423723596,N,Y,37.7874639,-122.451542
MLS Listing,,Condo/Co-op,955 Clayton St #4,San Francisco,CA,94117,1550000,2,2.0,San Francisco,1479,8397,1904,4,1048,375,Active,,,https://www.redfin.com/CA/San-Francisco/955-Clayton-St-94117/unit-4/home/184516328,San Francisco MLS,423723192,N,Y,37.7642979,-122.447606
MLS Listing,,Condo/Co-op,624 - A Guerrero St,San Francisco,CA,94110,1195000,2,1.5,San Francisco,1204,3500,1906,4,993,370,Active,March-1-2023 05:00 PM,March-1-2023 06:00 PM,https://www.redfin.com/CA/San-Francisco/624-Guerrero-St-94110/home/1565139,San Francisco MLS,423723691,N,Y,37.7610673,-122.4240632
MLS Listing,,Condo/Co-op,1825 Turk St #2,San Francisco,CA,94115,1275000,3,2.0,San Francisco,1272,4903,1988,4,1002,600,Active,March-1-2023 02:00 PM,March-1-2023 05:00 PM,https://www.redfin.com/CA/San-Francisco/1825-Turk-St-94115/unit-2/home/592738,San Francisco MLS,423722569,N,Y,37.7792854,-122.4395676
MLS Listing,,Single Family Residential,486 Ralston St,San Francisco,CA,94132,998950,2,1.0,San Francisco,1100,2495,1925,4,908,,Active,,,https://www.redfin.com/CA/San-Francisco/486-Ralston-St-94132/home/822166,San Francisco MLS,423723718,N,Y,37.721227,-122.4687717
MLS Listing,,Single Family Residential,10 Seal Rock Dr,San Francisco,CA,94121,1058000,2,3.0,San Francisco,1480,1968,1941,4,715,,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/10-Seal-Rock-Dr-94121/home/1289739,San Francisco MLS,423722549,N,Y,37.780995,-122.5066325
MLS Listing,,Condo/Co-op,320 30th Ave,San Francisco,CA,94121,2080000,3,3.5,Outer Richmond,1771,3000,2023,4,1174,,Active,,,https://www.redfin.com/CA/San-Francisco/320-30th-Ave-94121/home/184511514,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020113,N,Y,37.7832031,-122.4901194
MLS Listing,,Condo/Co-op,318 30th Ave,San Francisco,CA,94121,2290000,3,3.5,Outer Richmond,2334,3000,2023,4,981,,Active,,,https://www.redfin.com/CA/San-Francisco/318-30th-Ave-94121/home/2021165,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020112,N,Y,37.7832355,-122.4900627
MLS Listing,,Condo/Co-op,2363 Larkin St #31,San Francisco,CA,94109,950000,1,1.0,San Francisco,840,4952,1923,4,1131,1044,Active,,,https://www.redfin.com/CA/San-Francisco/2363-Larkin-St-94109/unit-31/home/1991722,San Francisco MLS,423716934,N,Y,37.799728,-122.4211982
MLS Listing,,Single Family Residential,22 Caine Ave,San Francisco,CA,94112,988000,2,1.0,San Francisco,1226,2500,1912,4,806,,Active,,,https://www.redfin.com/CA/San-Francisco/22-Caine-Ave-94112/home/823814,San Francisco MLS,423721984,N,Y,37.7178789,-122.4503398
MLS Listing,,Multi-Family (2-4 Unit),1225 - 1229 Rhode Island St,San Francisco,CA,94107,1769000,5,2.0,San Francisco,2119,2500,1911,4,835,,Active,,,https://www.redfin.com/CA/San-Francisco/1225-Rhode-Island-St-94107/home/1597993,MetroList,423723651,N,Y,37.7541894,-122.4012409
MLS Listing,,Condo/Co-op,115 Plymouth Ave Unit C,San Francisco,CA,94112,948000,4,2.0,San Francisco,2240,3500,2022,4,423,805,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/115-Plymouth-Ave-94112/unit-C/home/182042478,San Francisco MLS,423723657,N,Y,37.711947,-122.4562114
MLS Listing,,Condo/Co-op,1388 Gough St #903,San Francisco,CA,94109,1065000,2,2.0,San Francisco,1192,25061,1993,4,893,1498,Active,,,https://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-903/home/2018205,San Francisco MLS,423723545,N,Y,37.7859193,-122.4244722
MLS Listing,,Condo/Co-op,115 Plymouth Ave Unit B,San Francisco,CA,94112,828000,3,2.0,San Francisco,1120,3500,2022,4,739,500,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/115-Plymouth-Ave-94112/unit-B/home/182506744,San Francisco MLS,423723625,N,Y,37.711947,-122.4562114
MLS Listing,,Single Family Residential,745 27th Ave,San Francisco,CA,94121,2748000,4,4.0,San Francisco,2227,3118,1924,4,1234,,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/745-27th-Ave-94121/home/1278992,San Francisco MLS,423723628,N,Y,37.775399,-122.486873
MLS Listing,,Condo/Co-op,2655 Bush St #203,San Francisco,CA,94115,1295000,2,2.0,San Francisco,1288,33520,2017,4,1005,978,Active,,,https://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-203/home/144064059,San Francisco MLS,423723621,N,Y,37.7860549,-122.4402246
MLS Listing,,Single Family Residential,483 Tehama St,San Francisco,CA,94103,1495000,2,2.0,San Francisco,6100,2000,1926,4,245,,Active,,,https://www.redfin.com/CA/San-Francisco/483-Tehama-St-94103/home/184507296,San Francisco MLS,423722233,N,Y,37.7795718,-122.4060942
MLS Listing,,Single Family Residential,170 Vasquez Ave,San Francisco,CA,94127,2595000,4,3.5,San Francisco,2360,6002,1941,4,1100,,Active,,,https://www.redfin.com/CA/San-Francisco/170-Vasquez-Ave-94127/home/682355,San Francisco MLS,423723544,N,Y,37.7444349,-122.4606342
MLS Listing,,Multi-Family (5+ Unit),888 Union St,San Francisco,CA,94133,4200000,0,,San Francisco,10070,5323,1910,4,417,,Active,March-2-2023 01:00 PM,March-2-2023 02:00 PM,https://www.redfin.com/CA/San-Francisco/888-Union-St-94133/home/1578020,San Francisco MLS,423723605,N,Y,37.8000446,-122.413901
MLS Listing,,Single Family Residential,197 Goethe St,San Francisco,CA,94112,989000,3,3.0,SAN FRANCISCO,1208,3333,1922,4,819,,Active,March-5-2023 02:30 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/197-Goethe-St-94112/home/834799,MLSListings,ML81919803,N,Y,37.7094152,-122.4606187
MLS Listing,,Multi-Family (2-4 Unit),1125 - 1129 Clay St,San Francisco,CA,94108,2295000,4,3.5,San Francisco,2316,1271,1910,4,991,,Active,,,https://www.redfin.com/CA/San-Francisco/1125-Clay-St-94108/home/1322080,San Francisco MLS,423722877,N,Y,37.793469,-122.4117367
MLS Listing,,Condo/Co-op,333 Main St Unit 6E,San Francisco,CA,94105,1498888,2,2.0,San Francisco,1366,,2008,4,1097,1245,Active,March-1-2023 11:30 AM,March-1-2023 01:00 PM,https://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-6E/home/21966979,San Francisco MLS,423723598,N,Y,37.7891307,-122.3910195
MLS Listing,,Condo/Co-op,115 Plymouth Ave Unit A,San Francisco,CA,94112,828000,3,2.0,San Francisco,1120,3500,2022,4,739,500,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/115-Plymouth-Ave-94112/unit-A/home/182479145,San Francisco MLS,423723577,N,Y,37.711947,-122.4562114
MLS Listing,,Multi-Family (5+ Unit),1073 - 1077 South Van Ness Ave,San Francisco,CA,94110,2800000,8,4.0,San Francisco,5880,3675,1900,4,476,,Active,,,https://www.redfin.com/CA/San-Francisco/1073-S-Van-Ness-Ave-94110/home/1494949,San Francisco MLS,423723559,N,Y,37.7560606,-122.4162568
MLS Listing,,Condo/Co-op,403 Main St #520,San Francisco,CA,94105,1175000,2,2.0,San Francisco,1083,29037,1997,4,1085,903,Active,,,https://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-520/home/182691360,San Francisco MLS,423723429,N,Y,37.7880767,-122.3896032
MLS Listing,,Condo/Co-op,1644 Alabama St,San Francisco,CA,94110,1195000,2,2.0,San Francisco,984,2750,1900,4,1214,100,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1644-Alabama-St-94110/home/147544617,San Francisco MLS,423718984,N,Y,37.7461912,-122.4107193
MLS Listing,,Condo/Co-op,1878 Bush St,San Francisco,CA,94109,2200000,3,2.0,San Francisco,1718,3781,1900,4,1281,,Active,March-4-2023 11:00 AM,March-4-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/1878-Bush-St-94109/home/184507999,BAREIS,423723573,N,Y,37.7878187,-122.4281815
MLS Listing,,Single Family Residential,150 Rutledge St,San Francisco,CA,94110,1648000,3,2.0,San Francisco,1374,1746,1959,4,1199,,Active,,,https://www.redfin.com/CA/San-Francisco/150-Rutledge-St-94110/home/1558762,San Francisco MLS,423723316,N,Y,37.7455052,-122.4070515
MLS Listing,,Condo/Co-op,2811 Market St,San Francisco,CA,94114,695000,0,1.0,San Francisco,601,,1922,4,1156,300,Active,March-5-2023 11:00 AM,March-5-2023 01:00 PM,https://www.redfin.com/CA/San-Francisco/2811-Market-St-94114/home/1462462,San Francisco MLS,423723531,N,Y,37.761176,-122.4395776
MLS Listing,,Condo/Co-op,467 Duboce Ave Unit A,San Francisco,CA,94117,1595000,2,2.0,San Francisco,1195,,1900,4,1335,260,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/467-Duboce-Ave-94117/unit-A/home/69054891,San Francisco MLS,423722055,N,Y,37.7691852,-122.430613
MLS Listing,,Single Family Residential,101 Teresita Blvd,San Francisco,CA,94127,2295000,3,3.0,San Francisco,2250,3467,,4,1020,,Active,March-2-2023 04:30 PM,March-2-2023 06:00 PM,https://www.redfin.com/CA/San-Francisco/101-Teresita-Blvd-94127/home/1526018,San Francisco MLS,423721418,N,Y,37.7436169,-122.4512722
MLS Listing,,Single Family Residential,3154 Baker St,San Francisco,CA,94123,2650000,3,2.5,San Francisco,,,1926,4,,,Active,,,https://www.redfin.com/CA/San-Francisco/3154-Baker-St-94123/home/581977,San Francisco MLS,423720614,N,Y,37.8002542,-122.4460688
MLS Listing,,Condo/Co-op,1876 Bush St,San Francisco,CA,94109,2900000,3,2.0,San Francisco,2301,3781,1900,4,1260,,Active,March-4-2023 11:00 AM,March-4-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/1876-Bush-St-94109/home/184507238,BAREIS,423723336,N,Y,37.7879404,-122.4281553
MLS Listing,,Condo/Co-op,350 Church St Unit J,San Francisco,CA,94114,1195000,1,1.0,San Francisco,830,18656,1981,4,1440,713,Active,,,https://www.redfin.com/CA/San-Francisco/350-Church-St-94114/unit-J/home/707313,San Francisco MLS,423723125,N,Y,37.765062,-122.429077
MLS Listing,,Condo/Co-op,1354 46th Ave,San Francisco,CA,94122,1299000,5,2.0,San Francisco,1704,3000,1915,4,762,200,Active,March-5-2023 02:00 PM,March-5-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/1354-46th-Ave-94122/home/184506960,San Francisco MLS,423722455,N,Y,37.761266,-122.5057498
MLS Listing,,Condo/Co-op,1236 Willard St,San Francisco,CA,94117,1195000,3,1.5,San Francisco,1270,2625,1900,4,941,200,Active,,,https://www.redfin.com/CA/San-Francisco/1236-Willard-St-94117/home/108981791,San Francisco MLS,423723476,N,Y,37.7656717,-122.4543198
MLS Listing,,Condo/Co-op,1001 California St #7,San Francisco,CA,94108,6350000,2,2.5,San Francisco,2980,4693,1914,4,2131,4869,Active,,,https://www.redfin.com/CA/San-Francisco/1001-California-St-94108/unit-7/home/550937,San Francisco MLS,423722703,N,Y,37.7916073,-122.4110437
MLS Listing,,Single Family Residential,200 Darien Way,San Francisco,CA,94127,2099000,4,4.0,San Francisco,2332,3589,1926,4,900,38,Active,March-4-2023 01:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/200-Darien-Way-94127/home/1549510,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020064,N,Y,37.7317604,-122.4693909
MLS Listing,,Condo/Co-op,3310 Mission St #4,San Francisco,CA,94110,1395000,2,2.0,San Francisco,1398,4573,2022,4,998,604,Active,,,https://www.redfin.com/CA/San-Francisco/3310-Mission-St-94110/unit-4/home/179958059,San Francisco MLS,423723493,N,Y,37.7437863,-122.421382
MLS Listing,,Condo/Co-op,5056 Diamond Heights Blvd,San Francisco,CA,94131,945000,2,2.0,San Francisco,1052,9763,1963,4,898,621,Active,,,https://www.redfin.com/CA/San-Francisco/5056-Diamond-Heights-Blvd-94131/home/184505997,San Francisco MLS,423721858,N,Y,37.7464541,-122.4437551
MLS Listing,,Condo/Co-op,280 Spear St Unit 26A,San Francisco,CA,94105,1990000,2,2.0,San Francisco,1551,47916,2022,4,1283,1495,Active,,,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-26A/home/184505831,San Francisco MLS,423723549,N,Y,37.7901615,-122.3913352
MLS Listing,,Condo/Co-op,3326 California St #1,San Francisco,CA,94118,1345000,2,2.0,San Francisco,1180,3646,2000,4,1140,503,Active,March-4-2023 02:00 PM,March-4-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/3326-California-St-94118/unit-1/home/852376,San Francisco MLS,422710060,N,Y,37.7871586,-122.4494333
MLS Listing,,Condo/Co-op,5020 Mission St #4,San Francisco,CA,94112,995000,4,2.0,San Francisco,1515,2624,2004,4,657,575,Active,,,https://www.redfin.com/CA/San-Francisco/5020-Mission-St-94112/unit-4/home/1206617,San Francisco MLS,423723258,N,Y,37.7182437,-122.44004
MLS Listing,,Condo/Co-op,2130 Sutter St Unit B,San Francisco,CA,94115,1498000,2,2.0,San Francisco,1325,3761,1890,4,1131,410,Active,,,https://www.redfin.com/CA/San-Francisco/2130-Sutter-St-94115/unit-B/home/1823803,San Francisco MLS,423723029,N,Y,37.7859915,-122.4354933
